Executed File,File Last Modified,File Created On,File Size,File Attributes,Product Name,Product Version,File Description,File Version,Company Name,Last Executed On
C:\WINDOWS\TEMP\INVEC19_TMP\SALOMANDOCK\SALOMANDOCK.EXE,,,,,,,,,,2022-08-26 오전 7:39:01
C:\WINDOWS\TEMP\INVEC19_TMP\THUNDERBOLT_REG\THUNDERBOLTREGMODULE.EXE,,,,,,,,,,2022-08-26 오전 7:39:01
C:\WINDOWS\TEMP\{48B78032-92A4-4C33-B5D7-7AA816113DBF}\.CR\VCREDIST_X86.EXE,,,,,,,,,,2022-07-01 오전 4:57:34
C:\WINDOWS\TEMP\{96810784-2CDD-4A04-AA22-80F45779B0B4}\.CR\VCREDIST_X86.EXE,,,,,,,,,,2022-07-01 오전 2:17:06
C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.1852_NONE_7DE3B01C7CACF858\TiWorker.exe,2022-06-16 오전 4:00:57,2022-08-16 오후 11:39:26,"269,648",A,Microsoft® Windows® Operating System,10.0.19041.1852,Windows Modules Installer Worker,10.0.19041.1852 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:56:15
C:\프로그램\1. 반디집.EXE,2020-08-25 오전 7:13:42,2022-06-08 오전 6:33:46,"262,536",A,,,,,,
C:\프로그램\10. SAFE ZONE.exe,2021-07-19 오전 3:03:29,2022-06-08 오전 6:33:59,"111,336,264",A,SaferZone V5,5.5.0.0,SaferZone Installer,2021.4.9.25,SaferZone,
C:\프로그램\2. ChromeSetup.exe,2021-09-24 오전 12:54:45,2022-06-08 오전 6:33:46,"1,342,296",A,Google Update,1.3.36.102,Google Update Setup,1.3.36.102,Google LLC,
C:\프로그램\3. 라인메신저.exe,2021-02-24 오전 12:57:28,2022-06-08 오전 6:33:46,"99,112,832",A,LINE,6.6.0.2457,LINE,6.6.0.2457,LINE Corporation,
C:\프로그램\4. WORKS 드라이브.exe,2021-08-18 오전 9:35:16,2022-06-08 오전 6:33:48,"20,941,184",A,LINE WORKS Drive,3.1.2.5,LINE WORKS Drive,3.1.2.5,(c) Works Mobile Corp.,
C:\프로그램\5. 웍스 메신져.exe,2021-08-18 오전 9:35:16,2022-06-08 오전 6:33:49,"113,154,872",A,WORKS,,WMOneInst,3.1.1.35,Works Mobile Corp.,
C:\프로그램\6. InstallTanium(Window).exe,2021-05-11 오후 4:33:14,2022-06-08 오전 6:33:52,"22,486,016",A,Internet Explorer,11.00.9600.16384,Win32 Cabinet Self-Extractor,11.00.9600.16384 (winblue_rtm.130821-1623),Microsoft Corporation,
C:\프로그램\7. Bigfix.exe,2021-08-17 오전 9:24:12,2022-06-08 오전 6:33:52,"17,118,728",A,BigFix Client,10.0.4.32,Setup Launcher Unicode,10.0.4.32,HCL Technologies Ltd.,
C:\프로그램\AcroRdrDC1900820071_ko_KR.exe,2020-11-12 오전 6:53:50,2022-06-08 오전 6:34:02,"170,273,776",A,Adobe Self Extractor,19.8.20071.303822,Adobe Self Extractor,19.8.20071.303822,Adobe Systems Incorporated,
C:\프로그램\CrowdStirke(백신)\WIN_CS\CS-WindowsSensor-6.34.14805.exe,2022-02-08 오전 9:04:44,2022-06-08 오전 6:32:57,"52,161,872",A,CrowdStrike Windows Sensor,6.34.14805.0,CrowdStrike Windows Sensor,6.34.14805.0,"CrowdStrike, Inc.",
C:\프로그램\Office_Pro Plus 2019_64Bit_Korean\setup.exe,,,,,,,,,,
C:\프로그램\wiredauth\유선\wiredauth.exe,2021-05-07 오전 2:25:24,2022-06-08 오전 6:33:46,"6,493,855",A,,,,,,
D:\Changzhi\dnplayer-kr\dnmultiplayer.exe,,,,,,,,,,
D:\Changzhi\dnplayer-kr\dnplayer.exe,,,,,,,,,,
D:\Changzhi\dnplayer-kr\dnuninst.exe,,,,,,,,,,
D:\Dev\exart\ShimCacheParser.exe,2016-04-06 오전 4:30:56,2022-08-12 오전 7:34:37,"3,699,397",A,,,,,,
D:\Dev\forecopy_handy.exe,2013-08-18 오전 9:10:08,2022-07-08 오전 8:37:05,"2,173,440",A,forecopy,1.2.0.0,,1.2.0.0,,
D:\Dev\getart2.0\utils\CrowdResponse64.exe,2016-06-08 오전 2:17:00,2022-07-08 오전 2:39:20,"1,028,648",A,CrowdStrike CrowdResponse,1.0.4.0,CrowdStrike Static Host Data Collection Tool,1.0.4.0,"CrowdStrike, Inc.",
D:\Dev\getart2.0\utils\ev_x86.exe,2014-08-06 오전 1:31:46,2022-07-08 오전 2:39:20,"1,048,576",A,Everything,1.3.4.686,Everything,1.3.4.686,,
D:\Dev\getart2.0\utils\forecopy.exe,2013-08-18 오전 9:10:08,2022-07-08 오전 2:39:20,"2,173,440",A,forecopy,1.2.0.0,,1.2.0.0,,
D:\Dev\getart2.0\utils\MozillaCacheView.exe,2016-10-06 오후 9:03:36,2022-07-08 오전 2:39:20,"65,632",A,MZCacheView,1.69,MZCacheView,1.69,NirSoft,
D:\Dev\getart2.0\utils\sigcheck.exe,2013-02-04 오후 1:46:38,2022-07-08 오전 2:39:20,"235,096",A,Sysinternals Sigcheck,1.91,File version and signature viewer,1.91,Sysinternals - www.sysinternals.com,
D:\Dev\LINE_EXART\SHIMCACHEPARSER.EXE,2016-04-06 오전 4:30:56,2022-08-12 오전 4:31:45,"3,699,397",A,,,,,,2022-08-26 오전 7:59:12
D:\Dev\LINE_EXART\utils\ANALYZEMFT_KOR.EXE,2014-05-22 오후 3:43:06,2022-08-11 오전 2:27:51,"5,090,707",A,,,,,,2022-08-26 오전 7:57:30
D:\Dev\LINE_EXART\utils\BROWSINGHISTORYVIEW.EXE,2016-10-06 오후 9:03:36,2022-08-08 오전 7:19:48,"359,632",A,BrowsingHistoryView,1.86,BrowsingHistoryView,1.86,NirSoft,2022-08-26 오전 7:59:05
D:\Dev\LINE_EXART\utils\CHROMECACHEVIEW.EXE,2016-10-06 오후 9:03:36,2022-08-08 오전 7:19:48,"62,560",A,ChromeCacheView,1.67,ChromeCacheView,1.67,NirSoft,2022-08-26 오전 7:59:06
D:\Dev\LINE_EXART\utils\CRCONVERT.EXE,2014-12-19 오후 3:41:50,2022-08-12 오전 2:05:26,"149,504",A,CRconvert,1.0.4.0,CrowdResponse XML to CSV and HTML converter,1.0.4.0,"CrowdStrike, Inc.",2022-08-26 오전 7:59:11
D:\Dev\LINE_EXART\utils\CROWDRESPONSE64.EXE,2016-06-08 오전 2:17:00,2022-08-12 오전 2:05:26,"1,028,648",A,CrowdStrike CrowdResponse,1.0.4.0,CrowdStrike Static Host Data Collection Tool,1.0.4.0,"CrowdStrike, Inc.",2022-08-26 오전 7:59:10
D:\Dev\LINE_EXART\utils\es.exe,2014-07-27 오전 4:52:14,2022-08-08 오전 7:11:36,"44,032",A,,,,,,2022-08-26 오전 7:51:06
D:\Dev\line_exart\utils\ev_x64.exe,2014-08-06 오전 1:34:22,2022-07-08 오전 7:01:41,"1,441,792",A,Everything,1.3.4.686,Everything,1.3.4.686,,2022-08-24 오전 3:02:44
D:\Dev\LINE_EXART\utils\fls.exe,2013-06-17 오전 7:34:24,2022-08-11 오전 2:27:51,"430,080",A,,,,,,2022-08-26 오전 7:58:03
D:\Dev\LINE_EXART\utils\forecopy.exe,2013-08-18 오전 9:10:08,2022-07-08 오전 8:37:16,"2,173,440",A,forecopy,1.2.0.0,,1.2.0.0,,2022-08-26 오전 7:59:04
D:\Dev\line_exart\utils\forecopy_handy.exe,,,,,,,,,,
D:\Dev\LINE_EXART\utils\icat.exe,2013-06-17 오전 7:34:24,2022-08-11 오전 2:27:51,"425,472",A,,,,,,2022-08-26 오전 7:58:01
D:\Dev\LINE_EXART\utils\IECACHEVIEW.EXE,2016-10-06 오후 9:03:36,2022-08-08 오전 7:19:48,"58,064",A,IECacheView,1.58,IECacheView,1.58,NirSoft,2022-08-26 오전 7:59:07
D:\Dev\LINE_EXART\utils\MOZILLACACHEVIEW.EXE,2016-10-06 오후 9:03:36,2022-08-08 오전 7:19:48,"65,632",A,MZCacheView,1.69,MZCacheView,1.69,NirSoft,2022-08-26 오전 7:59:09
D:\Game_workspace\00자료\OA\jre-8u321-windows-x64.exe,2022-06-13 오전 8:07:54,2022-06-13 오전 8:09:01,"85,969,096",A,Java Platform SE 8 U321,8.0.3210.7,Java Platform SE binary,8.0.3210.7,Oracle Corporation,
D:\Game_workspace\00자료\OA\LDPlayer_3.63.exe,2022-06-14 오전 12:39:31,2022-06-14 오전 12:40:19,"288,063,480",A,,,,,,
D:\Game_workspace\00자료\OA\python-3.9.10-amd64.exe,2022-06-13 오전 8:08:28,2022-06-13 오전 8:09:00,"28,909,456",A,Python 3.9.10 (64-bit),3.9.10150.0,Python 3.9.10 (64-bit),3.9.10150.0,Python Software Foundation,
D:\Game_workspace\00자료\OA\Xftp-7.0.0088p.exe,2022-06-14 오전 12:41:00,2022-06-14 오전 12:43:49,"40,178,136",A,Xftp 7,7.0.0088,Xftp Installer,7.0.0088,"NetSarang Computer, Inc.",
D:\IR\pestudio\pestudio.exe,2022-06-16 오전 4:36:26,2022-06-30 오전 7:01:38,"856,576",A,pestudio,9.35.0.0,Malware Initial Assessment - www.winitor.com,9.35.0.0,www.winitor.com,
D:\IR\ProcessExplorer\procexp.exe,2021-08-18 오전 8:30:20,2022-06-28 오전 2:20:25,"2,839,416",A,Process Explorer,16.43,Sysinternals Process Explorer,16.43,Sysinternals - www.sysinternals.com,
D:\IR\ProcessExplorer\procexp64.exe,2021-08-18 오전 8:30:20,2022-06-28 오전 2:20:25,"1,509,768",A,Process Explorer,16.43,Sysinternals Process Explorer,16.43,Sysinternals - www.sysinternals.com,2022-08-24 오전 5:37:16
D:\IR\REGA_v1.5.3[Freeware]\REGA.exe,2019-06-13 오전 3:46:46,2019-06-13 오전 3:46:45,"8,125,440",A,REGA,1.5.3.0,Registry Analyzer,1.5.3.0,DFRC,2022-06-28 오전 2:13:07
D:\IR\tool\REGA\REGA.exe,2015-10-30 오전 1:25:04,2022-06-27 오전 8:51:30,"8,159,744",A,REGA,1.5.0.5,Registry Analyzer,1.5.0.5,"4&6TECH Co., Ltd.",2022-06-27 오전 8:51:49
D:\IR\tool\REGA\RegEx.exe,2014-04-22 오전 4:11:50,2022-06-27 오전 8:51:30,"291,328",A,RegEx: Registry Extractor,1.2.0.0,RegEx: Registry Extractor,1.2.0.0,Digital Forensic Research Center @ Korea Univ.,
D:\IR\tool\RegistryExplorer_RECmd\RegistryExplorer\RegistryExplorer.exe,2019-04-02 오전 9:20:36,2022-06-27 오전 8:51:31,"59,480,176",A,Registry Explorer,1.4.2.0,Registry Explorer,1.4.2.0,Eric R. Zimmerman 501-313-3778,
"D:\Tools\[P.Y.G]IDA Pro 7.5 SP3(x86, x64, ARM, ARM64, PPC, PPC64, MIPS)\ida.exe",2020-12-17 오전 8:29:08,2022-07-06 오전 12:06:23,"4,217,344",A,The Interactive Disassembler,7.5.20.1028,The Interactive Disassembler,7.5.20.1028,Hex-Rays SA,
"D:\Tools\[P.Y.G]IDA Pro 7.5 SP3(x86, x64, ARM, ARM64, PPC, PPC64, MIPS)\ida64.exe",2020-12-17 오전 8:30:27,2022-07-06 오전 12:06:23,"4,215,808",A,The Interactive Disassembler,7.5.20.1028,The Interactive Disassembler,7.5.20.1028,Hex-Rays SA,
"D:\Tools\[P.Y.G]IDA Pro 7.5 SP3(x86, x64, ARM, ARM64, PPC, PPC64, MIPS)\IDAProHelper.exe",2018-03-09 오전 6:43:13,2022-07-06 오전 12:06:24,"128,000",A,IDAProHelper ?用程序,"1, 0, 0, 1",IDAProHelper Microsoft 基???用程序,"1, 0, 0, 1",中??云?(WwW.ChinaPYG.CoM),
D:\Tools\AssetBundleExtractor_3.0beta1_64bit\AssetBundleExtractor_3.0beta1_64bit\AssetBundleExtractor.exe,2022-04-25 오전 11:28:30,2022-04-25 오전 11:28:30,"43,520",A,,,,,,
D:\Tools\AssetStudio.net472.v0.16.47\AssetStudioGUI.exe,2022-06-16 오전 1:45:26,2022-06-21 오전 1:43:36,"217,088",A,AssetStudioGUI,0.16.47,AssetStudioGUI,0.16.47,AssetStudioGUI,
D:\Tools\FO00355696_안시현_IDAPROFW\x64_idaprofw_hexarmfw_180227_683d36a63e3f3c6dbb6dcceb90d63612.exe,2018-05-09 오전 10:11:12,2022-06-17 오전 6:25:18,"203,125,090",A,IDA Pro v7.1 and Hex-Rays Decompiler (ARM),7.1.18.0227,IDA Pro v7.1 and Hex-Rays Decompiler (ARM) Setup,7.1.18.0227,Hex-Rays SA,
D:\Tools\Il2CppDumper-net6-v6.7.25\Il2CppDumper-x86.exe,2022-06-09 오후 2:07:38,2022-06-16 오전 1:23:49,"148,992",A,Il2CppDumper-x86,6.7.25,Il2CppDumper-x86,6.7.25,Il2CppDumper-x86,
D:\Tools\Il2CppDumper-net6-v6.7.25\Il2CppDumper.exe,2022-06-09 오후 2:07:38,2022-06-16 오전 1:23:49,"148,992",A,Il2CppDumper,6.7.25,Il2CppDumper,6.7.25,Il2CppDumper,
D:\Tools\Il2CppDumper-v6.7.25\Il2CppDumper-x86.exe,2022-06-09 오후 2:07:36,2022-06-16 오전 7:06:18,"198,656",A,Il2CppDumper-x86,6.7.25,Il2CppDumper-x86,6.7.25,Il2CppDumper-x86,2022-06-20 오전 2:56:47
D:\Tools\Il2CppDumper-v6.7.25\Il2CppDumper.exe,2022-06-09 오후 2:07:36,2022-06-16 오전 7:06:18,"198,656",A,Il2CppDumper,6.7.25,Il2CppDumper,6.7.25,Il2CppDumper,
D:\Tools\IR\pestudio\pestudio.exe,,,,,,,,,,
D:\Tools\jadx-gui-1.4.1-no-jre-win.exe,,,,,,,,,,
D:\Tools\jadx-gui-1.4.1-with-jre-win\jadx-gui-1.4.1.exe,2022-05-31 오전 6:24:52,2022-06-14 오전 7:59:03,"29,470,353",A,jadx-gui,1.4.1,jadx-gui,1.4.1,jadx,
D:\Tools\JADX-GUI-1.4.1-WITH-JRE-WIN\jre\bin\javaw.exe,2022-05-31 오전 6:24:52,2022-06-14 오전 7:59:04,"48,384",A,OpenJDK Platform 18.0.1.1,18.0.1.1,OpenJDK Platform binary,18.0.1.1,Oracle Corporation,2022-08-08 오전 5:41:03
D:\Tools\jeb-demo-4.1.0.202106222308-JEBDecompiler-121820464987384330\bin\jeb.exe,2022-06-16 오전 1:08:20,2022-06-16 오전 1:08:20,"287,744",A,,,,,,
D:\Tools\lin_v14_free_renew\linEngine.exe,2020-07-18 오전 11:10:59,2020-07-18 오전 11:11:08,"83,232,679",A,,,,,,
D:\Tools\rooting\Odin3_v3.13.1\Odin3 v3.13.1.exe,2018-02-22 오후 2:48:42,2022-06-14 오전 8:24:12,"3,172,864",A,Odin Downloader,3.13.1.0,Odin Downloader,2017.10.18.1,"Samsung Electronics Co., Ltd.",
D:\Tools\snapshot_2022-08-20_00-05\release\x32\x32dbg.exe,2022-08-19 오후 10:05:21,2022-08-19 오후 10:05:08,"58,592",A,x64dbg,0.0.2.5,x64dbg,0.0.2.5,,2022-08-25 오전 1:39:42
D:\Tools\snapshot_2022-08-20_00-05\release\x64\x64dbg.exe,2022-08-19 오후 10:05:36,2022-08-19 오후 10:05:08,"61,152",A,x64dbg,0.0.2.5,x64dbg,0.0.2.5,,2022-08-24 오전 3:14:01
D:\Tools\src grep\src grep\SrcGrep.exe,2018-07-11 오전 12:11:38,2022-06-14 오전 12:40:37,"700,416",A,,1.0.6299.40425,,1.0.6299.40425,,
D:\uninstall.exe,2022-07-07 오전 9:44:50,2022-08-25 오전 12:51:39,"1,621,484",A,Privacy-i Agent v6.0,6.0.0.373,K뱅크_PC방화벽사용  2022-07-07,6.0.0.373,SOMANSA,
D:\게임검수\00자료\OA\3uTools_v2.60.022_Setup.exe,,,,,,,,,,
